 Procedimentos hospitalares do SUS - por local de internação - Brasil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valor total por Unidade da Federação e Ano/mês processamento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Período:Jan/2008-Set/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Unidade da Federação;2008/Jan;2008/Fev;2008/Mar;2008/Abr;2008/Mai;2008/Jun;2008/Jul;2008/Ago;2008/Set;2008/Out;2008/Nov;2008/Dez;2009/Jan;2009/Fev;2009/Mar;2009/Abr;2009/Mai;2009/Jun;2009/Jul;2009/Ago;2009/Set;2009/Out;2009/Nov;2009/Dez;2010/Jan;2010/Fev;2010/Mar;2010/Abr;2010/Mai;2010/Jun;2010/Jul;2010/Ago;2010/Set;2010/Out;2010/Nov;2010/Dez;2011/Jan;2011/Fev;2011/Mar;2011/Abr;2011/Mai;2011/Jun;2011/Jul;2011/Ago;2011/Set;2011/Out;2011/Nov;2011/Dez;2012/Jan;2012/Fev;2012/Mar;2012/Abr;2012/Mai;2012/Jun;2012/Jul;2012/Ago;2012/Set;2012/Out;2012/Nov;2012/Dez;2013/Jan;2013/Fev;2013/Mar;2013/Abr;2013/Mai;2013/Jun;2013/Jul;2013/Ago;2013/Set;2013/Out;2013/Nov;2013/Dez;2014/Jan;2014/Fev;2014/Mar;2014/Abr;2014/Mai;2014/Jun;2014/Jul;2014/Ago;2014/Set;2014/Out;2014/Nov;2014/Dez;2015/Jan;2015/Fev;2015/Mar;2015/Abr;2015/Mai;2015/Jun;2015/Jul;2015/Ago;2015/Set;2015/Out;2015/Nov;2015/Dez;2016/Jan;2016/Fev;2016/Mar;2016/Abr;2016/Mai;2016/Jun;2016/Jul;2016/Ago;2016/Set;2016/Out;2016/Nov;2016/Dez;2017/Jan;2017/Fev;2017/Mar;2017/Abr;2017/Mai;2017/Jun;2017/Jul;2017/Ago;2017/Set;2017/Out;2017/Nov;2017/Dez;2018/Jan;2018/Fev;2018/Mar;2018/Abr;2018/Mai;2018/Jun;2018/Jul;2018/Ago;2018/Set;2018/Out;2018/Nov;2018/Dez;2019/Jan;2019/Fev;2019/Mar;2019/Abr;2019/Mai;2019/Jun;2019/Jul;2019/Ago;2019/Set;2019/Out;2019/Nov;2019/Dez;2020/Jan;2020/Fev;2020/Mar;2020/Abr;2020/Mai;2020/Jun;2020/Jul;2020/Ago;2020/Set;2020/Out;2020/Nov;2020/Dez;2021/Jan;2021/Fev;2021/Mar;2021/Abr;2021/Mai;2021/Jun;2021/Jul;2021/Ago;2021/Set;Total
43 Rio Grande do Sul;30931325,46;57363420,01;51547794,07;56673338,49;48397733,07;52413429,62;56636376,98;56113054,7;55356224,3;53637713,13;53699506,08;58730379,58;57629317,06;58779088,02;63366430,89;62200230,97;61683824,68;62495363,9;64614271,83;66457445,34;66425009,36;65782428,73;63714541,87;64488493,88;66304168,5;61527419,52;62490522,38;66814413,4;67900518,35;64799726,75;68518232,07;68731297,03;66174969,16;66891309,48;67456434,73;67096302,52;60754144,32;58884339,85;66205364,4;61549863,09;67005564,2;72791411,49;74300861,33;67837463,86;70064414,36;70232362,93;72554592,98;64881879,75;61611865,88;65535901,82;74336260,07;67549395,98;72179899,88;76773475,06;77774241,78;76499514,26;69764912,17;64839999,61;75459338,65;63899563,55;74162758,17;71198611,75;82497795,06;83507655,35;86819702,56;76192049,15;86985566,29;87188268,32;79988575,09;82136136,71;79836366,3;80089789,32;78857234,6;78537008,46;79394208,9;83278724,35;84494278,65;85828392,41;90610814,11;90068464,13;89050051,67;94005898,04;87733471,2;84122185,75;85079714,14;82133570,24;88517055,03;91301452,5;89895415,64;92114331,88;94943320,81;95063921,01;89867247,7;91025690,47;92841633,81;83952187,7;80130314,8;84811068,12;86491623,15;84052305,72;87840141,72;88088367,62;92470925,2;94272573,31;77466039,1;96934581,89;86678131,26;87399566,81;81109569,27;73212030,39;84033985,11;83238680,79;94756267,63;89585823,81;96174533,7;92176170,61;94228360,83;90655015,78;91242720,7;82934746,93;88817066,36;80572288,45;87419899,25;89396935,52;88148251,61;90754504,49;89093690,14;94010888,97;93664724,68;90025945,36;93081292,31;89050712,34;89664703,23;89259306,5;85585754,75;95152786,47;94163838,23;92237333,46;102298314,8;100260145,3;95917106,56;102331615,1;93971904,79;90775418,13;94908336,74;91437940,91;102876132,8;83000318,02;82381774,95;86092502,24;100579287,7;102609965,6;104401019,5;117458292,5;108853891;111760506,8;120030087,3;111945006,2;134338985,6;144526501;147346694,2;148308467,8;149813850;134569009,3;120016574,6;13613341350
50 Mato Grosso do Sul;5377392,11;7002472,61;8423933,19;8797487,68;9770421,8;10905392,18;10249299,82;9671553,45;10218511,05;9547923,55;9450010,19;8365709,79;10033643,71;10746263,1;10849523,03;10902848,13;11991649,26;12050259,66;12174950,98;11178470,01;11997775,92;11686533,15;10756188,43;10565385,71;12148432,58;11270972,8;11947693,5;11435565,54;12392541,52;12441459,98;12025317,84;12353546,78;12381792,58;12340247,31;12467693,91;12356930,32;11209008,55;9656677,02;13698836,79;12737864,7;12738474,58;12633049,75;12559402,36;12129099,22;14361439,67;10874502,14;13069914,91;13389627,18;11336531,77;10651807,08;12180801,7;12317346,21;12443933,58;13265423,5;13279583,97;13662778,57;14377772,86;12470857,74;13313610,74;13277404,7;12946929,06;13608114,3;13164501,21;12609170,8;14260317,31;14093759,27;15857368,44;14902081,06;14293864,54;15002648,55;13966637,66;13671203,55;14178988,87;14712594,52;14301089,67;13935980,51;14947928,02;14031496,4;14515549,98;15589135,54;14778200,02;14569813,14;14350887,34;14176127,3;14477250,54;15581963,71;16405826,87;14378228,39;16953490,49;16142201,57;15744546,46;15744530,43;16350747,05;15201350,63;14596998,67;14838491,41;16245064,73;15790962,76;16038560,1;15782658,52;15833939,83;15634796,95;16131310,92;16658359,76;16115694,41;15532297,35;15444859,93;15768541,9;16010162,9;14833749,68;17139379,75;14983940,4;16984929,81;15676843,15;16956118,78;17043069,32;17477126,81;15488155,75;16596703,72;15353997,67;16320629,25;18448053,83;16620321,36;16682027,02;17555832,83;17357780,2;17090876,79;16468255,95;17395858,5;16259261,13;16390075,24;15350893,92;17108719,02;17713810,57;16882690,96;18253870,27;17778458,45;18387822,48;19870933,2;18913862,69;19591383,84;18935437,09;17230688,81;17895244,76;18115134,64;19542439,88;19032785,73;17410262,53;17913161,92;17363192,43;18858844,44;19877080,68;19247894,51;19497210,85;22023126,25;19782832,55;22014085,88;25249961,65;26028833,5;26840420,75;28649201,59;33920480,87;31552023,11;36310521,96;32338424,49;2516383489
51 Mato Grosso;4795299,01;8684882,23;7886243,14;8794109,79;9231645,4;10221763,77;9163314,28;9243148,81;9052354,89;9677093,95;7150345,5;10421826,32;9939399,66;9332546,32;11965500,15;11185014,96;12058150,55;11635436,04;11698836,48;11823239,61;10810420,65;12130636,06;11574096,75;10726251,53;12364760,67;11382133,07;11947040,32;12233217,84;12656421,09;11263407,74;12795267,96;12805173,87;12171713,91;11961452,83;11777799;11142684,27;11709080,86;11149107,81;12381255,67;12391024,3;11574707,66;11449818,18;12067847,81;9872567,6;12340511,27;12154858,01;12738659,19;11617956,36;10194534,96;11052531,8;12697271,26;12825836,44;12437326,25;13819568,73;12861426,87;13387145,16;13107046,91;12085215,68;12762583,75;12387721,52;12315260,04;12145406,21;13140456,3;12884862,96;12872983,73;14087582,76;12649797,8;14132727,09;13040443,4;12555232,29;13696927,61;13233705,01;12201791,59;12981386,14;13290421,35;14139198,01;13625461,23;13885729,63;14604900,36;14816179,13;14011573,31;13164383,84;14562218,15;13413465,25;13106628,97;13769115,33;14166909,47;14411435,71;14599062,75;15156818,1;15407207,37;14798954,73;15115492,63;14543665,17;14619045,99;14220952,14;14767201,36;13712298,88;15442590,16;15108919,3;15651536,52;15809574,22;15578808,89;15684802,91;15561519,2;15505564,73;15319349,26;13805916,37;14035537,59;14149756,35;14898417,06;15584480,77;16651188,35;15509614,84;16372281,19;16231682,7;16044219,39;16146542,89;15487676,02;14770731,99;17253950,09;14789801,16;17498946,87;16279852,74;16103988,77;15883977,51;17163673,03;15569285,17;15630276,46;15838064,68;14815961,13;13853034,99;14229113,36;15288698,79;16045499,92;15890208,95;16092716,67;16699780,69;16314811,22;16763581,32;15608982,84;15855641,23;15823328,54;15032737,51;15259436,5;15066106,66;14906973,08;12563655,61;13632848,78;13215428,53;16834650,98;19706219,32;20747222,33;22728110,29;20693686,21;19977286,64;19481528,85;19064853,12;24283725,76;31076211,12;31885835,07;33187675,05;38943213,02;37763607,95;27274369,25;2386584383
52 Goiás;15310637,29;22258668,68;21442515,75;20921212,45;21615970,67;18270043,87;20540517,13;20650730,67;20868443,56;20621423,04;17094580,1;21615561,61;20678552,05;23043942,78;23334312,45;23508108,16;23947606,91;24369848,15;24577126,64;24372626,65;25227845,74;24746686,9;24628958,5;25524615,37;23352380,22;23520045,07;25369725,89;24404417,42;24987745,86;24954391,09;25711601,13;27198788,35;26672124,45;24964871,71;25671135,81;25260713,05;25171493,79;26401745,02;29060487,72;28091235,29;27756627,95;26664943,44;27544806,74;28147924,49;28970133,86;27443813,46;27361622,62;26782158,86;25857705,64;27578209,83;28903148,15;27888374,86;28508546,81;27394379,04;27650146,73;27972257,24;27593380,91;28225393,95;30257205,98;28219065,48;28347476,37;28863363,94;29219827,84;33852630,83;33590436;31125044,03;32961849,49;32744899,52;32463384,15;31059400,38;33423742,17;31214051,41;31924189,81;30615412,46;30729287,2;32789081,22;34129465,73;32395305,79;34486077,69;34263783,33;33627178,19;37301012,99;34133359,61;34549582,84;33440841,45;31986974,73;37406713,51;36037996,49;35411348,7;35037055,28;35106632,53;34847805,4;35124339,71;34872130,96;37247032,35;33761371,02;32681231,32;33686063,72;36509450,01;34722699,39;33438193,46;36011750,29;32794483,12;37294503,4;34824730,59;32901169,3;32290017,8;33456689,43;32130522,23;32012206,14;34551884,35;36415181,79;36185213,95;35061574,61;34374096,65;35314254,06;35452231,8;34270824;34456384,52;34331316,98;32756500,63;29752825,71;35353238,97;33126994,54;33321916,56;35536937,3;35009953,87;33899286,36;33936535,21;34482719,13;33695646,06;36347762,27;35162665,51;33658226,73;36733253,84;36260374,54;38159986,89;37236918,46;37769227,09;37979735,24;37470767,39;37337272,34;35734855,79;34879373,7;35794874,64;35048141,29;34843938,16;30932236,73;34406945,17;36101619,85;40617188,84;46248805,85;44920822,38;45564156,75;43097417,03;44305389,14;46473895,94;44329462,46;57701390,23;61623242,59;58737766,85;64789459,87;72021155,22;70902865,44;64176809,02;5380180599
53 Distrito Federal;4745919,19;7632480,67;9647203,26;11098732,99;12891719,72;12850125,67;12565646,74;13710857,89;13165106,2;15048607,23;11343166,62;14727561,06;12448821,12;10378991,59;13844384,56;13014468,49;15199322,19;15839446;14075642,84;15070287,19;14487053,32;14794759,93;13970147,7;12231919,68;14152357,41;12797956,47;14766108,89;14251503,37;13992321,87;13029712,13;13731431,47;14492891,9;13708967,72;13154297,48;14017191,9;13892860,69;13685193,15;12596227,92;13776613,55;16345138,08;16087910,83;13972734,93;14892283,19;13278491,41;13995426,7;15390923,5;13086852,04;13590252,81;14944337,6;14888269,73;15085751,32;15764896,19;15623435,15;15203425,01;16732021,78;15301810,45;13732745,93;14641131,3;14302872,91;13158172,4;13730031,45;16998661,27;16775306,73;15671887,83;17115118,36;14702150,22;16691669;17236499,61;15107266,26;14854365,16;14958687,9;13017400,37;15090216,44;14616475,96;15221939,61;13473947,21;16957865,71;16172537,49;16980186,15;18002789,25;15337916,23;15159510,18;14575006,32;13315735,02;12644597,01;12040195,19;15563562,72;16112136,23;15582635,39;15527125,83;16340464,89;15410729,64;15596456,16;12688880,22;15291317,52;14725799,59;14615505,46;13618348,62;17170356,14;17429303,96;18419489;18261439,85;15957484,01;18859728,02;14617687,82;15938065,89;17795635,56;17955606,46;17727684,85;17813104,88;18510105,96;16996973,92;15586295,88;14832061,1;15143253,69;16830062,39;18437945,84;18041562,15;18203173,03;17028868,46;17127571,95;18222787,66;20340897,78;20522181,19;20343407,23;21542121,59;22301468,16;23318726,05;20307075,79;18600258,14;16518323,98;13970506,6;20192152,35;18496333,16;22191795,7;18562231,92;20360779,48;20187082,38;22216154,63;23309181,24;17870194,68;17859596,85;19851940,18;18769437,77;22341629,09;20643441,06;22947163,99;21536505,16;19058243,91;22704335,27;25269773,34;26526196,39;20056592,11;20856249,3;20459325,27;22991567,76;23527050,29;22766952,62;31831917,45;38410115,3;31532816,86;30629361,48;29662716,67;27288766,94;28509985,96;2778456617
Total;408424859,2;613174269,2;664043058,4;686662861,4;715803639,5;752181563,6;764990284,8;750608648,3;752962642,2;733019065,8;668217112,2;775967936,7;750048621,5;756580984,6;841883163,7;825105703;865829006;852678163,2;880502474,7;892842134,6;873464467,5;875334799,1;869113618,5;841535492,9;852122488,9;808077868,1;890979883,3;902232889;914272019,2;890961283,4;911969093,2;931719030;906417815,9;896468825,3;925035608,2;910497564;892847303,1;884086911,4;932602653;940522457,5;948998132,8;938678315;983107236,7;960806905,2;963424009,3;964910919,9;952446801,1;945980820,2;918113192,7;900866905;990762955,1;957617712,2;1005719346;992473295,3;1011576097;1019945215;981455178;988862272,1;971962883,3;916766270,3;970771875,1;951988831,1;1014947868;1068797390;1095601589;1055013842;1109874485;1114566231;1097138530;1114110815;1065389150;1040159311;1073036456;1045983019;1056226871;1075172530;1143780932;1105617907;1166470112;1174196840;1160045626;1166760502;1126670625;1076446206;1097304031;1062267532;1145818907;1142901984;1167506052;1175384991;1204103668;1191449093;1179032734;1160339646;1149862167;1112012036;1103036734;1100574210;1167279266;1157783805;1183773531;1206461942;1214170276;1231014107;1176283473;1171270061;1138321586;1151134488;1140451128;1096974377;1213219782;1162847474;1257999445;1211182759;1254024061;1267479837;1237137848;1250387855;1225045404;1201828188;1218528578;1160580638;1249570772;1265569345;1279917420;1272860439;1301522302;1316621937;1272529253;1295988512;1254250943;1218448068;1288274303;1226614761;1274394155;1300440623;1357406941;1308302990;1373192361;1379322215;1336776340;1381449232;1314031159;1275845412;1327814228;1286460085;1286247394;1108704128;1196048194;1288047942;1484489830;1514980315;1478353611;1490755132;1473427061;1455420731;1538904512;1551280512;1797368039;2027348296;2147582012;2233557063;2203235714;2025969918;1681734850;1,85013E+11
 Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Notas:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Dados referentes aos últimos seis meses, sujeitos a  atualização.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
      ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"      Até maio de 2012 estas informações estão disponíveis como ""Natureza"" e ""Esfera Administrativa"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"      De junho de 2012 a outubro de 2015, estão disponíveis tanto como ""Natureza"" e ""Esfera Administrativa"", como ""Natureza Jurídica"" e ""Esfera Jurídica"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"      A partir de novembro de 2015, estão disponíveis como ""Natureza Jurídica"" e ""Esfera Jurídica"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
      ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
